# Statistiques journalières de la température de l'air à 2 m à Bruxelles (données ERA5)
AAAA-MM-JJ, moyenne (°C), min (°C), max (°C)
1960-12-27,3.01,1.03,4.88
1960-12-28,2.22,1.26,2.98
1960-12-29,2.01,0.56,3.47
1960-12-30,2.17,0.25,3.93
1960-12-31,4.06,1.16,5.51
1961-01-01,2.81,1.19,4.34
1961-01-02,5.56,2.33,8.74
1961-01-03,5.45,3.65,9.17
1961-01-04,3.99,3.36,5.0
1961-01-05,3.89,2.21,5.29
1961-01-06,3.98,2.86,4.83
1961-01-07,4.52,3.27,5.62
1961-01-08,5.29,3.44,7.77
1961-01-09,4.52,3.47,6.06
1961-01-10,6.1,3.99,8.11
1961-01-11,1.9,-1.94,4.56
1961-01-12,-1.05,-4.07,1.51
1961-01-13,0.77,-1.74,2.86
1961-01-14,3.53,2.21,4.84
1961-01-15,1.44,-0.5,3.06
1961-01-16,-0.59,-2.34,3.5
1961-01-17,-1.54,-3.78,1.89
1961-01-18,-0.73,-2.19,1.71
1961-01-19,0.02,-2.48,3.02
1961-01-20,3.1,1.54,4.96
1961-01-21,4.57,2.14,6.78
1961-01-22,3.77,2.32,5.1
1961-01-23,0.78,-0.55,2.37
1961-01-24,-0.56,-1.97,0.65
1961-01-25,-2.82,-5.03,-1.23
1961-01-26,-5.11,-6.43,-3.78
1961-01-27,-2.01,-5.97,1.72
1961-01-28,3.86,1.35,7.17
1961-01-29,7.96,6.04,10.03
1961-01-30,9.44,8.73,10.45
1961-01-31,8.23,6.07,9.51
1961-02-01,5.11,2.95,7.11
1961-02-02,4.11,2.41,5.95
1961-02-03,3.58,1.93,5.57
1961-02-04,4.03,1.18,7.25
1961-02-05,5.13,2.04,9.22
1961-02-06,8.13,5.84,10.26
1961-02-07,6.69,5.25,8.59
1961-02-08,6.53,2.78,9.27
1961-02-09,9.44,4.88,11.11
1961-02-10,5.6,2.62,7.97
1961-02-11,8.22,5.36,10.59
1961-02-12,8.44,7.57,9.35
1961-02-13,7.95,6.3,9.58
1961-02-14,9.11,3.87,14.98
1961-02-15,8.41,4.52,14.01
1961-02-16,6.33,3.66,10.48
1961-02-17,7.08,1.17,15.34
1961-02-18,7.0,4.18,9.29
1961-02-19,7.2,2.02,11.68
1961-02-20,5.07,1.62,9.11
1961-02-21,4.56,0.17,10.25
1961-02-22,5.38,0.94,11.18
1961-02-23,5.08,2.1,8.46
1961-02-24,9.07,3.59,14.27
1961-02-25,11.38,9.3,13.68
1961-02-26,11.66,6.66,15.81
1961-02-27,10.56,7.25,13.18
1961-02-28,7.7,3.68,13.29
1961-03-01,6.14,3.15,8.51
1961-03-02,6.61,2.86,9.93
1961-03-03,6.64,2.57,11.07
1961-03-04,5.72,-0.63,13.27
1961-03-05,6.91,0.06,13.78
1961-03-06,8.14,0.13,16.71
1961-03-07,8.46,2.99,15.39
1961-03-08,7.19,3.95,11.97
1961-03-09,9.57,2.37,17.13
1961-03-10,10.73,6.55,15.52
1961-03-11,8.71,5.28,11.65
1961-03-12,9.46,4.66,15.09
1961-03-13,10.2,8.31,13.72
1961-03-14,10.73,7.38,14.68
1961-03-15,9.37,4.6,15.47
1961-03-16,11.53,4.73,19.41
1961-03-17,13.67,8.3,18.9
1961-03-18,7.4,3.9,9.3
1961-03-19,4.01,0.17,7.45
1961-03-20,3.23,-1.95,6.11
1961-03-21,5.25,1.68,8.2
1961-03-22,5.02,-0.09,8.8
1961-03-23,8.27,5.54,11.82
1961-03-24,8.87,4.87,12.66
1961-03-25,8.68,4.85,12.81
1961-03-26,7.72,3.79,11.37
1961-03-27,5.62,-0.75,9.17
1961-03-28,4.39,-0.49,8.34
1961-03-29,6.86,2.83,10.14
1961-03-30,10.24,8.84,11.59
1961-03-31,9.71,7.42,12.2
1961-04-01,9.64,8.33,11.25
1961-04-02,9.84,7.69,11.98
1961-04-03,8.52,3.79,12.26
1961-04-04,10.57,7.54,13.96
1961-04-05,13.61,10.5,17.08
1961-04-06,15.76,9.83,21.92
1961-04-07,13.16,10.77,15.49
1961-04-08,10.96,7.67,12.27
1961-04-09,10.88,4.94,16.99
1961-04-10,13.5,7.86,19.16
1961-04-11,11.98,7.96,15.62
1961-04-12,12.61,7.08,18.11
1961-04-13,14.11,10.47,17.61
1961-04-14,12.16,8.69,14.44
1961-04-15,11.46,6.06,15.12
1961-04-16,10.88,7.71,14.41
1961-04-17,10.18,5.42,14.54
1961-04-18,10.88,7.85,14.33
1961-04-19,11.32,5.74,15.87
1961-04-20,12.4,9.51,15.74
1961-04-21,13.18,10.09,17.25
1961-04-22,13.14,10.75,16.43
1961-04-23,10.61,7.74,13.88
1961-04-24,9.83,6.01,13.59
1961-04-25,11.69,5.64,16.84
1961-04-26,11.93,9.64,14.24
1961-04-27,10.81,7.77,13.18
1961-04-28,10.87,6.66,14.98
1961-04-29,10.45,5.51,14.54
1961-04-30,10.0,8.35,12.46
1961-05-01,11.1,6.63,15.02
1961-05-02,12.7,9.85,16.64
1961-05-03,12.44,8.96,15.66
1961-05-04,15.82,11.56,19.73
1961-05-05,15.63,11.73,17.63
1961-05-06,13.43,9.73,16.75
1961-05-07,12.64,9.75,15.14
1961-05-08,11.35,9.01,13.89
1961-05-09,10.23,7.77,12.65
1961-05-10,9.42,7.51,11.69
1961-05-11,9.57,5.9,12.17
1961-05-12,11.78,3.99,18.57
1961-05-13,14.65,9.92,19.42
1961-05-14,14.47,6.52,20.24
1961-05-15,11.62,6.34,16.4
1961-05-16,11.74,7.11,15.75
1961-05-17,12.43,6.9,16.47
1961-05-18,12.26,7.45,16.26
1961-05-19,10.06,6.36,13.08
1961-05-20,9.68,8.03,11.34
1961-05-21,10.08,7.23,13.04
1961-05-22,11.56,7.4,16.52
1961-05-23,10.85,6.91,15.41
1961-05-24,12.7,5.63,17.96
1961-05-25,15.56,7.84,21.52
1961-05-26,10.63,7.46,12.35
1961-05-27,8.27,4.52,11.51
1961-05-28,7.24,1.66,11.17
1961-05-29,8.38,3.52,12.81
1961-05-30,10.5,3.71,15.46
1961-05-31,11.94,5.63,17.09
1961-06-01,13.03,10.57,16.06
1961-06-02,11.98,10.54,13.6
1961-06-03,11.93,9.91,14.09
1961-06-04,13.68,10.73,17.52
1961-06-05,17.0,12.31,21.9
1961-06-06,16.79,13.87,21.28
1961-06-07,15.92,12.91,19.25
1961-06-08,14.75,11.73,18.75
1961-06-09,13.22,9.08,16.6
1961-06-10,13.64,7.66,18.17
1961-06-11,13.53,11.53,16.48
1961-06-12,13.88,10.98,17.38
1961-06-13,13.44,10.14,15.92
1961-06-14,11.9,6.7,16.03
1961-06-15,13.18,5.57,19.24
1961-06-16,16.5,8.65,22.22
1961-06-17,18.44,13.78,23.46
1961-06-18,18.03,14.69,21.42
1961-06-19,16.37,10.17,19.86
1961-06-20,15.17,8.63,20.5
1961-06-21,15.77,10.14,20.81
1961-06-22,17.03,10.64,22.8
1961-06-23,17.72,11.49,24.07
1961-06-24,18.83,11.17,25.9
1961-06-25,20.71,12.65,28.0
1961-06-26,20.79,13.87,28.06
1961-06-27,15.41,9.53,17.3
1961-06-28,15.33,8.37,20.86
1961-06-29,18.47,10.08,23.98
1961-06-30,22.23,12.95,28.94
1961-07-01,24.21,16.3,30.73
1961-07-02,24.51,16.78,31.14
1961-07-03,18.16,13.72,21.45
1961-07-04,14.33,10.09,16.02
1961-07-05,13.31,9.94,16.2
1961-07-06,13.72,8.14,18.91
1961-07-07,16.5,9.22,21.9
1961-07-08,17.03,13.03,21.74
1961-07-09,17.11,13.84,20.25
1961-07-10,17.46,13.03,20.84
1961-07-11,18.95,14.2,23.72
1961-07-12,19.08,15.72,25.74
1961-07-13,14.69,12.24,16.47
1961-07-14,15.36,11.85,19.04
1961-07-15,14.39,11.41,16.99
1961-07-16,13.14,11.04,16.29
1961-07-17,14.41,10.76,17.45
1961-07-18,15.29,11.64,18.13
1961-07-19,14.44,10.72,18.24
1961-07-20,15.0,10.54,19.0
1961-07-21,15.98,12.7,20.03
1961-07-22,14.37,9.73,17.52
1961-07-23,14.49,9.16,18.02
1961-07-24,14.9,10.67,19.84
1961-07-25,17.19,9.94,23.02
1961-07-26,18.92,13.89,23.32
1961-07-27,17.59,14.82,20.32
1961-07-28,14.05,11.25,16.31
1961-07-29,14.18,10.88,17.46
1961-07-30,14.07,9.65,18.01
1961-07-31,16.33,10.92,21.48
1961-08-01,18.03,13.11,22.35
1961-08-02,15.66,12.24,18.37
1961-08-03,15.71,10.7,19.71
1961-08-04,17.44,14.51,20.63
1961-08-05,21.14,17.36,26.1
1961-08-06,16.94,14.68,20.43
1961-08-07,16.72,11.37,21.42
1961-08-08,18.29,14.21,23.28
1961-08-09,16.8,13.24,20.5
1961-08-10,16.73,12.9,21.56
1961-08-11,16.98,13.58,20.75
1961-08-12,14.35,9.36,17.84
1961-08-13,14.42,6.41,19.51
1961-08-14,15.59,11.36,18.96
1961-08-15,13.66,10.45,16.2
1961-08-16,14.26,10.64,17.45
1961-08-17,14.07,9.88,17.32
1961-08-18,15.58,10.29,20.52
1961-08-19,14.26,12.93,16.78
1961-08-20,15.37,11.95,19.3
1961-08-21,16.11,12.43,19.17
1961-08-22,15.88,13.63,17.75
1961-08-23,15.45,11.97,18.76
1961-08-24,14.65,11.37,18.02
1961-08-25,17.65,13.85,20.77
1961-08-26,20.14,15.87,25.51
1961-08-27,18.95,14.14,24.07
1961-08-28,18.92,11.51,25.33
1961-08-29,22.37,14.63,29.99
1961-08-30,23.29,16.46,30.09
1961-08-31,19.33,15.03,24.86
1961-09-01,21.35,16.59,27.96
1961-09-02,21.57,15.34,28.97
1961-09-03,21.68,15.45,27.91
1961-09-04,19.89,16.62,24.17
1961-09-05,17.1,14.02,19.63
1961-09-06,13.78,11.63,15.31
1961-09-07,12.75,10.54,14.94
1961-09-08,13.55,11.46,16.0
1961-09-09,14.64,11.13,18.31
1961-09-10,15.08,9.56,20.49
1961-09-11,16.12,12.52,21.26
1961-09-12,15.65,12.1,19.42
1961-09-13,17.2,13.1,21.59
1961-09-14,15.98,12.05,19.99
1961-09-15,17.94,10.84,23.3
1961-09-16,22.02,16.4,28.83
1961-09-17,20.7,15.18,26.48
1961-09-18,20.41,14.67,26.33
1961-09-19,21.91,17.57,28.43
1961-09-20,19.01,15.07,23.6
1961-09-21,16.6,13.95,19.85
1961-09-22,16.99,12.12,21.76
1961-09-23,19.06,14.6,26.26
1961-09-24,17.78,13.84,21.23
1961-09-25,16.41,14.04,19.31
1961-09-26,15.79,12.55,20.75
1961-09-27,16.49,12.38,20.76
1961-09-28,18.82,15.35,22.55
1961-09-29,17.71,15.29,20.1
1961-09-30,16.49,13.08,20.09
1961-10-01,14.96,12.54,17.63
1961-10-02,14.19,10.26,17.16
1961-10-03,14.08,12.07,16.38
1961-10-04,15.48,12.1,19.13
1961-10-05,16.32,13.69,20.63
1961-10-06,18.15,14.89,21.1
1961-10-07,13.32,10.1,17.05
1961-10-08,12.45,9.87,14.45
1961-10-09,14.24,10.23,17.89
1961-10-10,15.49,11.42,19.42
1961-10-11,15.14,9.5,18.52
1961-10-12,11.14,7.19,16.83
1961-10-13,11.08,7.46,15.9
1961-10-14,10.56,6.19,16.32
1961-10-15,9.8,4.84,16.98
1961-10-16,10.26,7.04,13.22
1961-10-17,9.31,6.97,10.25
1961-10-18,8.21,6.0,9.84
1961-10-19,9.45,6.85,10.89
1961-10-20,8.44,5.32,11.41
1961-10-21,7.76,4.1,12.5
1961-10-22,9.53,4.85,12.46
1961-10-23,11.74,8.43,13.96
1961-10-24,13.78,7.38,17.2
1961-10-25,11.99,10.31,14.04
1961-10-26,12.4,10.0,14.51
1961-10-27,11.74,10.35,13.27
1961-10-28,10.01,6.32,12.73
1961-10-29,8.74,6.53,11.57
1961-10-30,8.41,5.45,11.21
1961-10-31,9.48,7.59,12.03
1961-11-01,10.86,8.55,12.64
1961-11-02,11.01,9.14,11.97
1961-11-03,6.86,3.22,9.11
1961-11-04,4.36,2.7,6.04
1961-11-05,4.75,0.8,8.33
1961-11-06,1.67,-1.54,5.63
1961-11-07,2.2,-2.09,5.92
1961-11-08,7.85,5.4,8.95
1961-11-09,6.99,3.98,9.12
1961-11-10,5.51,3.13,7.68
1961-11-11,5.54,3.83,8.01
1961-11-12,5.26,1.95,7.39
1961-11-13,6.51,4.85,8.45
1961-11-14,4.44,3.67,5.12
1961-11-15,4.69,4.15,5.31
1961-11-16,3.67,1.78,6.1
1961-11-17,4.05,2.09,6.14
1961-11-18,5.18,2.51,7.34
1961-11-19,5.64,3.2,8.37
1961-11-20,3.01,0.03,7.14
1961-11-21,2.85,-1.64,8.06
1961-11-22,5.46,2.5,9.15
1961-11-23,6.93,4.44,10.31
1961-11-24,4.76,2.68,7.8
1961-11-25,4.71,2.6,7.61
1961-11-26,5.84,4.99,7.08
1961-11-27,6.58,5.19,8.53
1961-11-28,5.42,3.3,7.4
1961-11-29,4.31,0.39,7.57
1961-11-30,8.76,7.21,11.19
1961-12-01,11.42,10.47,12.57
1961-12-02,6.5,1.43,12.65
1961-12-03,3.96,2.17,6.44
1961-12-04,11.4,6.26,14.17
1961-12-05,10.12,2.49,13.87
1961-12-06,1.49,-0.31,3.77
1961-12-07,0.51,-1.68,2.62
1961-12-08,0.05,-2.32,2.56
1961-12-09,5.69,2.26,8.29
1961-12-10,10.24,8.18,13.39
1961-12-11,13.77,11.92,14.76
1961-12-12,12.96,10.5,13.87
1961-12-13,10.96,10.34,11.86
1961-12-14,8.13,6.07,10.85
1961-12-15,6.41,4.8,7.51
1961-12-16,0.69,-2.62,4.43
1961-12-17,-4.33,-6.61,-2.04
1961-12-18,-5.29,-6.93,-2.37
1961-12-19,-5.27,-7.71,-2.0
1961-12-20,-1.86,-5.38,1.12
1961-12-21,1.82,0.9,2.98
1961-12-22,1.57,0.13,3.16
1961-12-23,-3.83,-6.04,1.41
1961-12-24,-5.72,-7.34,-3.06
1961-12-25,-7.2,-9.23,-4.13
1961-12-26,-6.33,-9.06,-3.78
1961-12-27,-6.24,-8.81,-3.3
1961-12-28,-3.09,-6.37,0.27
1961-12-29,3.84,0.13,6.02
1961-12-30,6.85,4.56,10.89
1961-12-31,5.06,0.47,10.58
1962-01-01,-1.17,-3.55,1.4
1962-01-02,-1.51,-3.62,1.9
1962-01-03,-1.99,-4.85,0.36
1962-01-04,-0.91,-3.8,1.02
1962-01-05,-0.91,-3.8,1.04
1962-01-06,2.64,1.09,4.35
1962-01-07,5.44,2.47,7.51
1962-01-08,6.12,4.79,7.1
1962-01-09,5.71,4.44,7.17
1962-01-10,7.2,5.55,8.25
1962-01-11,8.78,5.92,11.31
1962-01-12,5.91,4.64,7.52
1962-01-13,3.77,2.2,5.0
1962-01-14,3.25,1.4,5.65
1962-01-15,2.42,0.22,4.23
1962-01-16,5.76,4.3,6.99
1962-01-17,7.72,6.68,8.53
1962-01-18,6.91,3.46,8.93
1962-01-19,6.19,3.33,9.29
1962-01-20,9.43,7.02,10.42
1962-01-21,10.13,7.73,11.39
1962-01-22,6.16,4.34,9.42
1962-01-23,5.59,4.3,7.08
1962-01-24,8.85,5.97,11.19
1962-01-25,8.08,6.92,9.06
1962-01-26,8.11,4.8,10.06
1962-01-27,5.0,0.27,6.64
1962-01-28,2.91,0.58,5.92
1962-01-29,-2.12,-5.41,0.7
1962-01-30,-5.11,-7.74,-1.67
1962-01-31,-3.23,-6.81,-0.06
1962-02-01,-0.31,-2.85,3.32
1962-02-02,0.29,-2.96,3.56
1962-02-03,0.42,-3.88,3.17
1962-02-04,4.77,2.44,6.94
1962-02-05,7.21,2.56,9.58
1962-02-06,5.83,1.76,9.11
1962-02-07,7.69,5.4,9.25
1962-02-08,5.27,1.27,7.24
1962-02-09,2.43,-2.12,6.17
1962-02-10,3.99,1.5,6.23
1962-02-11,4.76,1.8,6.63
1962-02-12,8.2,3.44,10.21
1962-02-13,3.37,0.49,6.3
1962-02-14,1.67,0.59,3.18
1962-02-15,1.94,-0.69,4.38
1962-02-16,7.66,5.77,10.54
1962-02-17,4.59,2.25,6.4
1962-02-18,4.04,0.45,7.21
1962-02-19,4.89,1.87,6.62
1962-02-20,5.28,2.09,9.4
1962-02-21,4.91,1.11,7.81
1962-02-22,0.26,-2.26,2.89
1962-02-23,-1.23,-2.73,0.78
1962-02-24,-1.4,-4.66,2.13
1962-02-25,-2.04,-5.05,-0.49
1962-02-26,-2.96,-5.06,-0.45
1962-02-27,-1.29,-4.35,1.82
1962-02-28,0.04,-2.14,2.57
1962-03-01,-0.4,-1.82,0.98
1962-03-02,-0.09,-1.86,2.09
1962-03-03,0.21,-2.59,2.81
1962-03-04,-0.24,-4.04,3.14
1962-03-05,-0.39,-1.83,1.91
1962-03-06,-0.92,-5.45,3.36
1962-03-07,-0.86,-6.28,3.59
1962-03-08,2.37,-0.43,4.91
1962-03-09,6.52,4.12,10.42
1962-03-10,7.33,5.4,9.06
1962-03-11,6.54,2.94,7.92
1962-03-12,1.52,-1.56,4.02
1962-03-13,-0.46,-2.1,1.99
1962-03-14,-0.31,-2.93,2.43
1962-03-15,-0.24,-3.51,3.57
1962-03-16,-0.93,-5.27,2.91
1962-03-17,-0.68,-4.87,2.95
1962-03-18,0.82,-3.56,4.36
1962-03-19,0.69,-4.15,4.62
1962-03-20,0.86,-4.89,6.74
1962-03-21,2.21,-0.96,4.99
1962-03-22,2.33,-2.13,6.25
1962-03-23,1.5,-2.89,5.52
1962-03-24,1.28,-4.14,6.06
1962-03-25,1.37,-3.79,5.61
1962-03-26,4.1,0.36,8.76
1962-03-27,5.29,2.7,7.95
1962-03-28,4.9,1.21,8.26
1962-03-29,9.56,3.77,12.0
1962-03-30,9.79,6.03,11.91
1962-03-31,6.09,3.29,9.49
1962-04-01,6.11,2.32,9.58
1962-04-02,7.66,4.67,10.27
1962-04-03,8.08,5.27,12.32
1962-04-04,6.95,5.52,9.77
1962-04-05,5.13,3.57,6.3
1962-04-06,5.07,2.03,8.11
1962-04-07,6.67,2.79,10.27
1962-04-08,8.26,6.36,9.82
1962-04-09,5.81,2.17,8.55
1962-04-10,6.16,2.66,10.05
1962-04-11,8.1,3.29,11.67
1962-04-12,8.24,3.37,11.42
1962-04-13,4.95,0.5,8.96
1962-04-14,4.98,1.3,8.44
1962-04-15,4.96,3.38,6.76
1962-04-16,6.17,3.29,8.65
1962-04-17,8.27,1.9,12.81
1962-04-18,13.06,7.06,20.19
1962-04-19,11.38,7.53,15.06
1962-04-20,11.69,7.62,16.39
1962-04-21,14.13,5.78,20.95
1962-04-22,12.82,9.53,15.87
1962-04-23,12.77,7.25,18.24
1962-04-24,15.57,9.08,21.87
1962-04-25,12.5,7.75,17.77
1962-04-26,12.08,6.87,18.8
1962-04-27,8.58,6.09,11.51
1962-04-28,7.27,5.1,10.53
1962-04-29,6.45,3.96,8.8
1962-04-30,6.82,3.34,10.12
1962-05-01,5.92,-0.82,11.23
1962-05-02,7.03,4.73,9.34
1962-05-03,8.7,3.17,14.82
1962-05-04,9.81,4.68,13.96
1962-05-05,12.92,5.01,18.92
1962-05-06,15.0,12.54,18.19
1962-05-07,16.69,13.24,20.77
1962-05-08,15.58,12.22,19.14
1962-05-09,13.05,9.54,17.21
1962-05-10,10.66,7.88,13.73
1962-05-11,9.72,7.16,12.51
1962-05-12,8.73,6.58,10.59
1962-05-13,9.1,7.56,11.01
1962-05-14,8.27,6.69,9.98
1962-05-15,8.86,3.92,11.29
1962-05-16,8.74,3.12,11.92
1962-05-17,10.15,7.24,13.43
1962-05-18,11.0,5.94,15.27
1962-05-19,11.64,7.38,14.44
1962-05-20,10.44,7.25,13.93
1962-05-21,11.03,8.58,15.2
1962-05-22,12.55,10.31,14.71
1962-05-23,11.99,9.86,14.49
1962-05-24,9.77,6.72,13.09
1962-05-25,7.73,6.26,9.06
1962-05-26,9.02,5.95,11.69
1962-05-27,9.68,5.66,13.69
1962-05-28,9.73,6.74,12.69
1962-05-29,9.8,5.08,14.36
1962-05-30,9.97,7.11,13.63
1962-05-31,9.13,5.18,12.16
1962-06-01,7.66,4.05,10.8
1962-06-02,8.28,1.3,13.07
1962-06-03,9.48,2.81,14.52
1962-06-04,10.3,3.47,15.58
1962-06-05,11.76,5.26,16.74
1962-06-06,14.12,7.66,18.87
1962-06-07,14.94,9.1,19.59
1962-06-08,16.4,9.39,22.07
1962-06-09,16.11,7.94,22.9
1962-06-10,14.5,7.91,21.22
1962-06-11,11.82,8.81,14.92
1962-06-12,13.69,6.79,17.96
1962-06-13,17.17,9.57,22.94
1962-06-14,20.02,11.56,26.48
1962-06-15,19.15,14.04,24.6
1962-06-16,17.46,12.81,21.25
1962-06-17,16.62,10.05,21.93
1962-06-18,20.33,13.5,25.83
1962-06-19,15.54,12.24,18.04
1962-06-20,15.24,10.98,18.24
1962-06-21,17.92,15.1,21.69
1962-06-22,18.25,13.5,22.33
1962-06-23,17.19,11.98,22.1
1962-06-24,16.54,12.14,21.64
1962-06-25,14.23,9.2,19.18
1962-06-26,12.71,8.9,16.3
1962-06-27,11.38,8.62,13.57
1962-06-28,12.75,10.12,15.15
1962-06-29,12.61,8.73,15.47
1962-06-30,11.35,7.36,14.25
1962-07-01,12.34,8.64,15.75
1962-07-02,15.48,9.94,18.82
1962-07-03,12.94,9.35,15.38
1962-07-04,11.14,8.6,14.45
1962-07-05,10.57,8.02,13.96
1962-07-06,12.11,8.89,15.37
1962-07-07,14.29,10.15,18.06
1962-07-08,15.22,8.63,20.05
1962-07-09,17.26,10.47,22.36
1962-07-10,19.72,13.7,27.24
1962-07-11,17.26,14.51,20.75
1962-07-12,14.24,12.62,16.86
1962-07-13,15.88,11.81,19.84
1962-07-14,15.69,11.95,19.01
1962-07-15,16.19,13.34,19.63
1962-07-16,14.65,11.63,17.02
1962-07-17,13.64,9.59,17.18
1962-07-18,13.61,8.21,18.49
1962-07-19,16.25,12.72,19.11
1962-07-20,18.34,14.0,22.97
1962-07-21,19.24,14.91,21.25
1962-07-22,16.28,13.46,19.58
1962-07-23,15.85,11.6,19.59
1962-07-24,17.07,9.59,22.54
1962-07-25,21.26,13.81,28.19
1962-07-26,19.62,15.96,23.32
1962-07-27,15.43,10.72,18.31
1962-07-28,13.31,8.46,16.38
1962-07-29,13.98,9.19,19.07
1962-07-30,15.99,7.78,22.0
1962-07-31,17.34,13.84,21.24
1962-08-01,17.28,12.52,21.47
1962-08-02,18.04,13.48,23.34
1962-08-03,17.51,12.76,22.7
1962-08-04,17.05,14.03,20.66
1962-08-05,15.31,13.02,19.1
1962-08-06,16.4,11.34,19.58
1962-08-07,14.04,11.02,18.18
1962-08-08,12.87,9.98,16.99
1962-08-09,14.44,8.48,19.58
1962-08-10,16.69,13.54,20.23
1962-08-11,18.42,14.33,23.9
1962-08-12,18.52,13.3,23.07
1962-08-13,19.15,15.26,23.01
1962-08-14,18.45,13.41,23.47
1962-08-15,17.82,14.74,21.03
1962-08-16,16.39,13.65,19.11
1962-08-17,15.16,12.6,18.57
1962-08-18,15.32,10.7,19.6
1962-08-19,16.01,8.8,22.19
1962-08-20,19.41,12.51,25.13
1962-08-21,16.66,13.65,19.92
1962-08-22,14.94,11.85,18.08
1962-08-23,15.75,11.04,19.83
1962-08-24,16.77,11.88,18.74
1962-08-25,14.8,11.0,19.12
1962-08-26,16.04,10.41,21.28
1962-08-27,16.48,12.07,19.5
1962-08-28,15.85,11.29,19.8
1962-08-29,16.41,9.92,19.56
1962-08-30,13.68,6.15,20.81
1962-08-31,14.78,8.04,19.9
1962-09-01,13.85,7.48,19.26
1962-09-02,15.94,7.43,23.42
1962-09-03,20.38,12.12,30.08
1962-09-04,17.27,13.38,21.47
1962-09-05,15.34,12.73,18.88
1962-09-06,15.63,12.47,18.32
1962-09-07,14.26,11.23,15.87
1962-09-08,12.51,9.08,15.69
1962-09-09,13.03,7.28,18.75
1962-09-10,16.83,10.6,23.45
1962-09-11,18.07,15.92,20.68
1962-09-12,18.17,15.04,20.21
1962-09-13,13.47,7.85,16.37
1962-09-14,12.21,5.7,18.86
1962-09-15,15.65,9.07,21.54
1962-09-16,13.68,8.88,16.43
1962-09-17,10.07,6.75,12.92
1962-09-18,8.83,6.22,11.45
1962-09-19,9.76,6.74,13.28
1962-09-20,9.85,5.72,14.55
1962-09-21,9.96,5.34,13.48
1962-09-22,11.11,7.89,14.68
1962-09-23,11.35,8.31,14.44
1962-09-24,12.43,8.07,17.21
1962-09-25,13.43,9.06,18.94
1962-09-26,13.93,10.5,17.01
1962-09-27,12.81,8.45,15.62
1962-09-28,12.62,7.04,18.06
1962-09-29,13.45,10.03,16.67
1962-09-30,15.27,10.71,19.48
1962-10-01,17.59,13.87,21.58
1962-10-02,18.67,15.76,22.32
1962-10-03,16.1,13.78,17.63
1962-10-04,13.78,7.96,16.51
1962-10-05,12.43,6.91,18.02
1962-10-06,13.59,10.5,17.28
1962-10-07,12.6,7.63,18.54
1962-10-08,12.85,8.11,18.27
1962-10-09,13.43,8.4,20.48
1962-10-10,11.62,6.02,17.29
1962-10-11,10.87,9.57,12.26
1962-10-12,9.45,7.55,10.45
1962-10-13,7.47,5.75,9.76
1962-10-14,8.0,5.2,11.78
1962-10-15,9.12,6.23,12.32
1962-10-16,9.3,3.45,14.46
1962-10-17,11.12,8.79,14.39
1962-10-18,10.63,7.27,15.91
1962-10-19,11.6,8.92,14.16
1962-10-20,10.97,9.16,12.47
1962-10-21,9.91,6.73,14.11
1962-10-22,8.16,3.25,14.99
1962-10-23,8.82,2.58,14.59
1962-10-24,10.71,9.47,11.84
1962-10-25,12.93,10.1,15.97
1962-10-26,12.28,6.45,14.47
1962-10-27,6.78,4.42,9.03
1962-10-28,7.39,4.97,10.48
1962-10-29,6.64,2.26,9.31
1962-10-30,6.06,2.29,9.08
1962-10-31,6.63,2.02,9.51
1962-11-01,4.6,1.12,7.76
1962-11-02,7.18,5.31,9.36
1962-11-03,10.7,8.98,12.22
1962-11-04,11.66,10.13,14.32
1962-11-05,10.03,5.61,12.84
1962-11-06,7.05,2.35,10.76
1962-11-07,9.38,7.96,11.87
1962-11-08,9.51,7.1,12.76
1962-11-09,8.21,5.39,10.09
1962-11-10,8.44,6.01,10.81
1962-11-11,4.64,2.31,6.14
1962-11-12,2.05,1.21,2.79
1962-11-13,2.44,1.23,3.52
1962-11-14,3.15,1.23,4.94
1962-11-15,3.68,1.6,6.15
1962-11-16,1.77,0.61,2.93
1962-11-17,1.87,0.2,3.83
1962-11-18,4.03,2.85,4.77
1962-11-19,3.28,1.65,4.93
1962-11-20,1.65,0.51,2.79
1962-11-21,0.59,-1.73,1.95
1962-11-22,-0.13,-4.27,3.28
1962-11-23,0.06,-1.16,1.76
1962-11-24,1.87,-0.87,3.78
1962-11-25,5.5,3.28,7.25
1962-11-26,6.33,5.39,7.89
1962-11-27,4.34,2.82,5.99
1962-11-28,5.71,4.63,6.98
1962-11-29,5.74,4.0,7.34
1962-11-30,5.09,0.83,8.07
1962-12-01,-0.05,-2.62,2.83
1962-12-02,-1.48,-3.74,2.73
1962-12-03,-2.41,-5.91,2.74
1962-12-04,-2.27,-6.82,4.83
1962-12-05,-2.21,-6.56,4.4
1962-12-06,-1.59,-6.59,5.14
1962-12-07,-1.13,-3.81,2.15
1962-12-08,1.42,-2.44,4.29
1962-12-09,5.22,3.01,7.87
1962-12-10,4.02,2.76,6.18
1962-12-11,5.44,2.04,7.52
1962-12-12,4.03,1.13,7.23
1962-12-13,1.56,0.14,4.09
1962-12-14,2.75,0.36,6.0
1962-12-15,8.71,6.13,11.77
1962-12-16,6.28,3.95,9.69
1962-12-17,2.8,1.32,4.14
1962-12-18,4.1,1.27,6.52
1962-12-19,2.82,2.07,3.78
1962-12-20,2.35,1.51,3.12
1962-12-21,5.34,3.05,6.98
